-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.050
-183.800, 80.200, 0.000,  0.100
-183.800, 80.200, -0.013,  0.150
-183.800, 80.198, 0.042,  0.200
-183.800, 80.196, 0.039,  0.250
-183.799, 80.190, 0.163,  0.300
-183.797, 80.176, 0.310,  0.350
-183.792, 80.150, 0.578,  0.400
-183.788, 80.113, 0.792,  0.450
-183.784, 80.058, 1.190,  0.500
-183.780, 79.985, 1.520,  0.550
-183.776, 79.898, 1.801,  0.600
-183.772, 79.800, 2.014,  0.650
-183.768, 79.696, 2.105,  0.700
-183.765, 79.591, 2.120,  0.750
-183.761, 79.487, 2.092,  0.800
-183.757, 79.386, 2.039,  0.850
-183.754, 79.288, 1.969,  0.900
-183.750, 79.194, 1.890,  0.950
-183.746, 79.105, 1.770,  1.000
-183.743, 79.021, 1.679,  1.050
-183.739, 78.941, 1.620,  1.100
-183.735, 78.861, 1.603,  1.150
-183.732, 78.780, 1.630,  1.200
-183.728, 78.696, 1.696,  1.250
-183.723, 78.608, 1.778,  1.300
-183.719, 78.516, 1.850,  1.350
-183.715, 78.422, 1.893,  1.400
-183.710, 78.327, 1.903,  1.450
-183.706, 78.232, 1.888,  1.500
-183.702, 78.139, 1.860,  1.550
-183.697, 78.048, 1.829,  1.600
-183.693, 77.957, 1.807,  1.650
-183.689, 77.868, 1.797,  1.700
-183.684, 77.778, 1.802,  1.750
-183.680, 77.687, 1.820,  1.800
-183.675, 77.596, 1.846,  1.850
-183.671, 77.502, 1.874,  1.900
-183.666, 77.408, 1.898,  1.950
-183.661, 77.312, 1.913,  2.000
-183.657, 77.216, 1.919,  2.050
-183.652, 77.121, 1.919,  2.100
-183.647, 77.025, 1.917,  2.150
-183.642, 76.929, 1.914,  2.200
-183.638, 76.834, 1.914,  2.250
-183.633, 76.738, 1.919,  2.300
-183.628, 76.642, 1.929,  2.350
-183.623, 76.545, 1.941,  2.400
-183.618, 76.448, 1.955,  2.450
-183.613, 76.350, 1.968,  2.500
-183.608, 76.251, 1.980,  2.550
-183.603, 76.152, 1.990,  2.600
-183.598, 76.052, 1.997,  2.650
-183.593, 75.952, 2.003,  2.700
-183.588, 75.852, 2.009,  2.750
-183.583, 75.752, 2.015,  2.800
-183.578, 75.651, 2.022,  2.850
-183.573, 75.549, 2.031,  2.900
-183.568, 75.448, 2.041,  2.950
-183.563, 75.345, 2.051,  3.000
-183.558, 75.243, 2.061,  3.050
-183.553, 75.139, 2.072,  3.100
-183.548, 75.036, 2.081,  3.150
-183.542, 74.931, 2.091,  3.200
-183.537, 74.827, 2.099,  3.250
-183.532, 74.721, 2.108,  3.300
-183.527, 74.616, 2.117,  3.350
-183.522, 74.510, 2.126,  3.400
-183.517, 74.403, 2.135,  3.450
-183.511, 74.296, 2.145,  3.500
-183.506, 74.189, 2.155,  3.550
-183.501, 74.081, 2.165,  3.600
-183.496, 73.972, 2.176,  3.650
-183.491, 73.863, 2.186,  3.700
-183.485, 73.754, 2.196,  3.750
-183.480, 73.644, 2.206,  3.800
-183.475, 73.533, 2.216,  3.850
-183.470, 73.422, 2.226,  3.900
-183.465, 73.311, 2.237,  3.950
-183.459, 73.199, 2.247,  4.000
-183.454, 73.086, 2.257,  4.050
-183.449, 72.973, 2.268,  4.100
-183.444, 72.859, 2.279,  4.150
-183.439, 72.745, 2.289,  4.200
-183.433, 72.631, 2.300,  4.250
-183.428, 72.515, 2.311,  4.300
-183.423, 72.400, 2.322,  4.350
-183.418, 72.283, 2.333,  4.400
-183.413, 72.166, 2.343,  4.450
-183.408, 72.049, 2.354,  4.500
-183.402, 71.931, 2.366,  4.550
-183.397, 71.812, 2.377,  4.600
-183.392, 71.693, 2.388,  4.650
-183.387, 71.574, 2.399,  4.700
-183.382, 71.453, 2.411,  4.750
-183.376, 71.333, 2.422,  4.800
-183.371, 71.211, 2.434,  4.850
-183.366, 71.089, 2.445,  4.900
-183.361, 70.967, 2.457,  4.950
-183.356, 70.843, 2.469,  5.000
-183.351, 70.720, 2.481,  5.050
-183.346, 70.595, 2.493,  5.100
-183.340, 70.470, 2.505,  5.150
-183.335, 70.345, 2.517,  5.200
-183.330, 70.219, 2.529,  5.250
-183.325, 70.092, 2.541,  5.300
-183.320, 69.964, 2.554,  5.350
-183.315, 69.836, 2.566,  5.400
-183.310, 69.708, 2.578,  5.450
-183.305, 69.579, 2.590,  5.500
-183.300, 69.449, 2.603,  5.550
-183.295, 69.318, 2.616,  5.600
-183.290, 69.187, 2.628,  5.650
-183.285, 69.055, 2.641,  5.700
-183.280, 68.923, 2.654,  5.750
-183.275, 68.790, 2.667,  5.800
-183.270, 68.656, 2.680,  5.850
-183.265, 68.522, 2.693,  5.900
-183.260, 68.387, 2.706,  5.950
-183.255, 68.251, 2.720,  6.000
-183.250, 68.115, 2.733,  6.050
-183.245, 67.978, 2.746,  6.100
-183.240, 67.840, 2.760,  6.150
-183.235, 67.702, 2.773,  6.200
-183.230, 67.563, 2.787,  6.250
-183.226, 67.423, 2.800,  6.300
-183.221, 67.283, 2.814,  6.350
-183.216, 67.142, 2.828,  6.400
-183.211, 67.000, 2.842,  6.450
-183.206, 66.857, 2.856,  6.500
-183.201, 66.714, 2.870,  6.550
-183.197, 66.570, 2.884,  6.600
-183.192, 66.426, 2.899,  6.650
-183.187, 66.280, 2.913,  6.700
-183.182, 66.134, 2.927,  6.750
-183.178, 65.987, 2.941,  6.800
-183.173, 65.840, 2.956,  6.850
-183.168, 65.692, 2.970,  6.900
-183.163, 65.543, 2.985,  6.950
-183.159, 65.393, 3.000,  7.000
-183.154, 65.243, 3.015,  7.050
-183.149, 65.091, 3.030,  7.100
-183.145, 64.940, 3.045,  7.150
-183.140, 64.787, 3.060,  7.200
-183.136, 64.633, 3.075,  7.250
-183.131, 64.479, 3.090,  7.300
-183.126, 64.324, 3.106,  7.350
-183.122, 64.169, 3.121,  7.400
-183.117, 64.012, 3.136,  7.450
-183.113, 63.855, 3.152,  7.500
-183.108, 63.697, 3.167,  7.550
-183.104, 63.538, 3.183,  7.600
-183.099, 63.378, 3.199,  7.650
-183.095, 63.218, 3.215,  7.700
-183.090, 63.057, 3.231,  7.750
-183.086, 62.895, 3.247,  7.800
-183.081, 62.732, 3.264,  7.850
-183.077, 62.568, 3.280,  7.900
-183.072, 62.404, 3.296,  7.950
-183.068, 62.238, 3.312,  8.000
-183.063, 62.072, 3.328,  8.050
-183.059, 61.905, 3.345,  8.100
-183.055, 61.737, 3.362,  8.150
-183.050, 61.569, 3.379,  8.200
-183.046, 61.399, 3.396,  8.250
-183.042, 61.229, 3.413,  8.300
-183.037, 61.058, 3.430,  8.350
-183.033, 60.886, 3.447,  8.400
-183.029, 60.713, 3.464,  8.450
-183.024, 60.539, 3.481,  8.500
-183.020, 60.365, 3.498,  8.550
-183.016, 60.189, 3.516,  8.600
-183.012, 60.013, 3.533,  8.650
-183.007, 59.836, 3.551,  8.700
-183.003, 59.658, 3.569,  8.750
-182.999, 59.479, 3.587,  8.800
-182.995, 59.299, 3.604,  8.850
-182.991, 59.118, 3.622,  8.900
-182.986, 58.936, 3.640,  8.950
-182.982, 58.754, 3.659,  9.000
-182.978, 58.570, 3.677,  9.050
-182.974, 58.386, 3.696,  9.100
-182.970, 58.200, 3.714,  9.150
-182.966, 58.014, 3.732,  9.200
-182.962, 57.827, 3.751,  9.250
-182.957, 57.639, 3.769,  9.300
-182.953, 57.450, 3.788,  9.350
-182.949, 57.260, 3.807,  9.400
-182.945, 57.069, 3.826,  9.450
-182.941, 56.877, 3.845,  9.500
-182.937, 56.684, 3.864,  9.550
-182.933, 56.490, 3.884,  9.600
-182.929, 56.295, 3.904,  9.650
-182.925, 56.100, 3.923,  9.700
-182.921, 55.903, 3.943,  9.750
-182.917, 55.705, 3.962,  9.800
-182.913, 55.506, 3.981,  9.850
-182.909, 55.307, 4.000,  9.900
-182.905, 55.106, 4.020,  9.950
-182.901, 54.905, 4.040, 10.000
-182.897, 54.702, 4.060, 10.050
-182.893, 54.498, 4.080, 10.100
-182.890, 54.294, 4.101, 10.150
-182.886, 54.088, 4.122, 10.200
-182.882, 53.881, 4.142, 10.250
-182.878, 53.673, 4.163, 10.300
-182.874, 53.465, 4.183, 10.350
-182.870, 53.255, 4.204, 10.400
-182.866, 53.044, 4.225, 10.450
-182.863, 52.832, 4.246, 10.500
-182.859, 52.619, 4.267, 10.550
-182.855, 52.405, 4.288, 10.600
-182.851, 52.190, 4.309, 10.650
-182.847, 51.974, 4.331, 10.700
-182.843, 51.757, 4.352, 10.750
-182.840, 51.538, 4.374, 10.800
-182.836, 51.319, 4.396, 10.850
-182.832, 51.098, 4.418, 10.900
-182.828, 50.877, 4.440, 10.950
-182.825, 50.654, 4.462, 11.000
-182.821, 50.430, 4.484, 11.050
-182.817, 50.205, 4.507, 11.100
-182.813, 49.979, 4.529, 11.150
