0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.000000000000000278e-02
2.000000000000000042e-02, 1.004492679349454631e-01
2.999999999999999889e-02, 1.513477730949010780e-01
4.000000000000000083e-02, 2.026954844975542014e-01
5.000000000000000278e-02, 2.544923708882901314e-01
5.999999999999999778e-02, 3.067384007402681467e-01
7.000000000000000666e-02, 3.594335422544981395e-01
8.000000000000000167e-02, 4.125725962316539874e-01
8.999999999999999667e-02, 4.661469842897163485e-01
1.000000000000000056e-01, 5.201484283285197074e-01
1.100000000000000006e-01, 5.745689339523730732e-01
1.199999999999999956e-01, 6.294007751487999958e-01
1.300000000000000044e-01, 6.846364801035244030e-01
1.400000000000000133e-01, 7.402688180455281319e-01
1.499999999999999944e-01, 7.962907870278940203e-01
1.600000000000000033e-01, 8.526956025604942591e-01
1.700000000000000122e-01, 9.094766870196112629e-01
1.799999999999999933e-01, 9.666276597674816617e-01
1.900000000000000022e-01, 1.024142327921688800e+00
2.000000000000000111e-01, 1.082014677720431139e+00
2.099999999999999922e-01, 1.140238866435076659e+00
2.200000000000000011e-01, 1.198809214786172639e+00
2.300000000000000100e-01, 1.257720199823298080e+00
2.399999999999999911e-01, 1.316966448232889109e+00
2.500000000000000000e-01, 1.376542730041507179e+00
2.600000000000000089e-01, 1.436443952684988812e+00
2.700000000000000178e-01, 1.496665155416575299e+00
2.800000000000000266e-01, 1.557201504029499750e+00
2.899999999999999800e-01, 1.618048285871646286e+00
2.999999999999999889e-01, 1.679200905131809973e+00
3.099999999999999978e-01, 1.740654878378816051e+00
3.200000000000000067e-01, 1.802405830336315073e+00
3.300000000000000155e-01, 1.864449489877475274e+00
3.400000000000000244e-01, 1.926781686225065737e+00
3.500000000000000333e-01, 1.989398345343580399e+00
3.599999999999999867e-01, 2.052295486511093170e+00
3.699999999999999956e-01, 2.115469219059491923e+00
3.800000000000000044e-01, 2.178915739272597740e+00
3.900000000000000133e-01, 2.242631327432468513e+00
4.000000000000000222e-01, 2.306612345004901421e+00
4.100000000000000311e-01, 2.370855231955812048e+00
4.199999999999999845e-01, 2.435356504190757221e+00
4.299999999999999933e-01, 2.500112751110433962e+00
4.400000000000000022e-01, 2.565120633275478568e+00
4.500000000000000111e-01, 2.630376880174359222e+00
4.600000000000000200e-01, 2.695878288088580987e+00
4.700000000000000289e-01, 2.761621718049811491e+00
4.799999999999999822e-01, 2.827604093883898884e+00
4.899999999999999911e-01, 2.893822400337080936e+00
5.000000000000000000e-01, 2.960273681279999014e+00
5.100000000000000089e-01, 3.026955037985405550e+00
5.200000000000000178e-01, 3.093863627475722300e+00
5.300000000000000266e-01, 3.160996660936842950e+00
5.400000000000000355e-01, 3.228351402194806763e+00
5.500000000000000444e-01, 3.295925166252165361e+00
5.600000000000000533e-01, 3.363715317881074807e+00
5.700000000000000622e-01, 3.431719270270307209e+00
5.799999999999999600e-01, 3.499934483723555090e+00
5.899999999999999689e-01, 3.568358464406554464e+00
5.999999999999999778e-01, 3.636988763140689418e+00
6.099999999999999867e-01, 3.705822974240890133e+00
6.199999999999999956e-01, 3.774858734395745152e+00
6.300000000000000044e-01, 3.844093721587878765e+00
6.400000000000000133e-01, 3.913525654052750102e+00
6.500000000000000222e-01, 3.983152289274126456e+00
6.600000000000000311e-01, 4.052971423014588126e+00
6.700000000000000400e-01, 4.122980888379509601e+00
6.800000000000000488e-01, 4.193178554913035150e+00
6.900000000000000577e-01, 4.263562327724665479e+00
7.000000000000000666e-01, 4.334130146645122750e+00
7.099999999999999645e-01, 4.404879985410251386e+00
